Order_ID,Date,Drug_Name,Category,Region,Distributor,Quantity,Unit_Price,Expiry_Days_Left,Total_Sales,Expired_Stock
1056,2025-01-14,Paracetamol,Tablet,Gujarat,MedPlus,214,16.93,220,3623.02,No
1057,2025-01-15,Amoxicillin,Tablet,Gujarat,MedPlus,422,85.63,224,36135.86,No
1058,2025-01-15,Azithromycin,Syrup,Maharashtra,Wellness Forever,425,58.77,354,24977.25,No
1059,2025-01-15,Amoxicillin,Capsule,Tamil Nadu,Wellness Forever,225,53.96,-3,12141.0,Yes
1060,2025-01-15,Azithromycin,Tablet,Maharashtra,Netmeds,89,52.19,326,4644.91,No
1061,2025-01-16,Azithromycin,Tablet,Gujarat,Apollo Pharmacy,276,119.4,19,32954.4,No
1062,2025-01-16,Amoxicillin,Tablet,Gujarat,Apollo Pharmacy,489,85.62,31,41868.18,No
1063,2025-01-16,Insulin,Tablet,Tamil Nadu,Wellness Forever,399,284.99,198,113711.01,No
1064,2025-01-16,Azithromycin,Capsule,Karnataka,Netmeds,388,107.36,396,41655.68,No
1065,2025-01-17,Azithromycin,Syrup,Karnataka,Wellness Forever,44,81.68,389,3593.92,No
1066,2025-01-17,Amoxicillin,Syrup,Tamil Nadu,Apollo Pharmacy,298,67.42,130,20091.16,No
1067,2025-01-17,Azithromycin,Injection,Tamil Nadu,Wellness Forever,27,47.13,143,1272.51,No
1068,2025-01-17,Azithromycin,Tablet,Maharashtra,Apollo Pharmacy,174,100.42,109,17473.08,No
1069,2025-01-18,Amoxicillin,Syrup,Tamil Nadu,Apollo Pharmacy,22,37.66,94,828.52,No
1070,2025-01-18,Amoxicillin,Tablet,Karnataka,Apollo Pharmacy,211,79.56,21,16787.16,No
1071,2025-01-18,Paracetamol,Syrup,Tamil Nadu,MedPlus,238,16.73,261,3981.74,No
1072,2025-01-18,Insulin,Capsule,Maharashtra,MedPlus,355,327.19,-2,116152.45,Yes
1073,2025-01-19,Insulin,Injection,Maharashtra,Wellness Forever,375,159.04,331,59640.0,No
1074,2025-01-19,Azithromycin,Tablet,Maharashtra,Apollo Pharmacy,474,64.25,216,30454.5,No
1075,2025-01-19,Insulin,Capsule,Maharashtra,MedPlus,457,215.78,300,98611.46,No
1076,2025-01-19,Azithromycin,Tablet,Delhi,Wellness Forever,10,68.81,108,688.1,No
1077,2025-01-20,Paracetamol,Tablet,Tamil Nadu,Wellness Forever,328,6.31,263,2069.68,No
1078,2025-01-20,Amoxicillin,Tablet,Gujarat,Wellness Forever,226,86.22,95,19485.72,No
1079,2025-01-20,Amoxicillin,Tablet,Tamil Nadu,Wellness Forever,43,63.23,108,2718.89,No
1080,2025-01-20,Amoxicillin,Syrup,Delhi,Wellness Forever,368,48.33,397,17785.44,No
1081,2025-01-21,Insulin,Syrup,Maharashtra,Netmeds,275,249.25,14,68543.75,No
1082,2025-01-21,Paracetamol,Capsule,Delhi,Apollo Pharmacy,137,11.71,99,1604.27,No
1083,2025-01-21,Insulin,Syrup,Karnataka,Wellness Forever,221,300.15,74,66333.15,No
1084,2025-01-21,Insulin,Syrup,Karnataka,Netmeds,272,278.92,196,75866.24,No
1085,2025-01-22,Paracetamol,Tablet,Tamil Nadu,Apollo Pharmacy,321,18.79,22,6031.59,No
1086,2025-01-22,Paracetamol,Tablet,Tamil Nadu,MedPlus,89,12.45,67,1108.05,No
1087,2025-01-22,Paracetamol,Syrup,Gujarat,Wellness Forever,174,19.88,11,3459.12,No
1088,2025-01-22,Paracetamol,Tablet,Gujarat,Netmeds,422,17.77,201,7498.94,No
1089,2025-01-23,Amoxicillin,Capsule,Karnataka,MedPlus,261,42.51,344,11095.11,No
1090,2025-01-23,Metformin,Tablet,Maharashtra,Netmeds,21,33.26,356,698.46,No
1091,2025-01-23,Metformin,Tablet,Delhi,Apollo Pharmacy,410,12.91,199,5293.1,No
1092,2025-01-23,Paracetamol,Tablet,Gujarat,Apollo Pharmacy,313,17.26,205,5402.38,No
1093,2025-01-24,Metformin,Tablet,Gujarat,MedPlus,221,19.52,-1,4313.92,Yes
1094,2025-01-24,Metformin,Tablet,Maharashtra,Netmeds,291,31.95,243,9297.45,No
1095,2025-01-24,Paracetamol,Injection,Maharashtra,Wellness Forever,121,18.02,250,2180.42,No
1096,2025-01-24,Metformin,Tablet,Tamil Nadu,Wellness Forever,220,30.15,104,6633.0,No
1097,2025-01-25,Insulin,Syrup,Delhi,MedPlus,387,347.51,385,134486.37,No
1098,2025-01-25,Azithromycin,Tablet,Maharashtra,MedPlus,248,64.37,112,15963.76,No
1099,2025-01-25,Azithromycin,Tablet,Gujarat,MedPlus,277,46.47,195,12872.19,No
1100,2025-01-25,Paracetamol,Tablet,Gujarat,Netmeds,414,11.04,-5,4570.56,Yes
1101,2025-01-26,Amoxicillin,Capsule,Karnataka,Wellness Forever,307,40.41,160,12405.87,No
1102,2025-01-26,Paracetamol,Tablet,Maharashtra,Wellness Forever,326,15.42,117,5026.92,No
1103,2025-01-26,Amoxicillin,Injection,Tamil Nadu,Wellness Forever,67,50.77,309,3401.59,No
1104,2025-01-26,Azithromycin,Tablet,Delhi,MedPlus,447,118.05,304,52768.35,No
1105,2025-01-27,Paracetamol,Injection,Tamil Nadu,Wellness Forever,43,14.61,-2,628.23,Yes
1106,2025-01-27,Insulin,Tablet,Gujarat,Apollo Pharmacy,272,355.62,34,96728.64,No
1107,2025-01-27,Metformin,Injection,Tamil Nadu,MedPlus,374,13.31,394,4977.94,No
1108,2025-01-27,Amoxicillin,Syrup,Gujarat,Wellness Forever,44,81.72,56,3595.68,No
1109,2025-01-28,Metformin,Capsule,Gujarat,Netmeds,280,33.07,53,9259.6,No
1110,2025-01-28,Metformin,Tablet,Gujarat,MedPlus,458,22.18,375,10158.44,No
1111,2025-01-28,Paracetamol,Tablet,Gujarat,Apollo Pharmacy,483,14.09,367,6805.47,No
1112,2025-01-28,Metformin,Tablet,Gujarat,Apollo Pharmacy,236,29.12,0,6872.32,No
1113,2025-01-29,Insulin,Capsule,Karnataka,Netmeds,34,193.71,318,6586.14,No
1114,2025-01-29,Metformin,Syrup,Tamil Nadu,Netmeds,243,22.56,341,5482.08,No
1115,2025-01-29,Paracetamol,Injection,Karnataka,MedPlus,68,10.98,40,746.64,No
1116,2025-01-29,Insulin,Tablet,Karnataka,MedPlus,260,186.59,89,48513.4,No
1117,2025-01-30,Azithromycin,Tablet,Maharashtra,Apollo Pharmacy,344,69.4,116,23873.6,No
1118,2025-01-30,Metformin,Tablet,Maharashtra,Netmeds,95,11.7,32,1111.5,No
1119,2025-01-30,Paracetamol,Capsule,Maharashtra,MedPlus,260,5.39,232,1401.4,No
1120,2025-01-30,Azithromycin,Injection,Delhi,Apollo Pharmacy,399,50.81,257,20273.19,No
1121,2025-01-31,Azithromycin,Capsule,Maharashtra,Netmeds,189,117.05,95,22122.45,No
1122,2025-01-31,Amoxicillin,Tablet,Tamil Nadu,Apollo Pharmacy,216,62.97,310,13601.52,No
1123,2025-01-31,Insulin,Syrup,Karnataka,Wellness Forever,353,391.46,320,138185.38,No
1124,2025-01-31,Metformin,Injection,Tamil Nadu,Netmeds,158,20.81,333,3287.98,No
1125,2025-02-01,Paracetamol,Tablet,Maharashtra,MedPlus,80,9.68,22,774.4,No
1126,2025-02-01,Amoxicillin,Capsule,Delhi,MedPlus,130,60.37,341,7848.1,No
1127,2025-02-01,Insulin,Capsule,Delhi,Wellness Forever,262,259.88,224,68088.56,No
1128,2025-02-01,Amoxicillin,Capsule,Karnataka,Netmeds,102,36.34,302,3706.68,No
1129,2025-02-02,Insulin,Injection,Tamil Nadu,Apollo Pharmacy,265,310.21,105,82205.65,No
1130,2025-02-02,Insulin,Tablet,Gujarat,MedPlus,263,204.01,32,53654.63,No
1131,2025-02-02,Metformin,Tablet,Tamil Nadu,Wellness Forever,361,25.49,-6,9201.89,Yes
1132,2025-02-02,Insulin,Capsule,Maharashtra,Wellness Forever,297,312.55,217,92827.35,No
1133,2025-02-03,Amoxicillin,Tablet,Gujarat,Netmeds,318,39.12,20,12440.16,No
1134,2025-02-03,Insulin,Injection,Delhi,Netmeds,68,165.34,397,11243.12,No
1135,2025-02-03,Metformin,Injection,Karnataka,MedPlus,78,29.52,-12,2302.56,Yes
1136,2025-02-03,Metformin,Syrup,Karnataka,Wellness Forever,455,21.5,28,9782.5,No
1137,2025-02-04,Amoxicillin,Capsule,Delhi,Apollo Pharmacy,397,33.49,40,13295.53,No
1138,2025-02-04,Azithromycin,Tablet,Maharashtra,Wellness Forever,95,119.59,26,11361.05,No
1139,2025-02-04,Azithromycin,Tablet,Delhi,Apollo Pharmacy,283,44.62,239,12627.46,No
1140,2025-02-04,Insulin,Tablet,Maharashtra,Apollo Pharmacy,236,323.76,212,76407.36,No
1141,2025-02-05,Paracetamol,Tablet,Gujarat,MedPlus,90,19.76,98,1778.4,No
1142,2025-02-05,Insulin,Tablet,Delhi,Wellness Forever,123,209.8,221,25805.4,No
1143,2025-02-05,Amoxicillin,Tablet,Maharashtra,Apollo Pharmacy,193,38.53,381,7436.29,No
1144,2025-02-05,Amoxicillin,Capsule,Gujarat,Netmeds,289,37.28,158,10773.92,No
1145,2025-02-06,Amoxicillin,Capsule,Delhi,Apollo Pharmacy,331,48.2,239,15954.2,No
1146,2025-02-06,Amoxicillin,Tablet,Karnataka,Netmeds,406,36.06,261,14640.36,No
1147,2025-02-06,Amoxicillin,Tablet,Delhi,Netmeds,327,71.53,319,23390.31,No
1148,2025-02-06,Metformin,Capsule,Tamil Nadu,Wellness Forever,63,11.56,53,728.28,No
1149,2025-02-07,Azithromycin,Tablet,Delhi,Netmeds,408,80.75,310,32946.0,No
1150,2025-02-07,Amoxicillin,Tablet,Tamil Nadu,Apollo Pharmacy,206,89.8,214,18498.8,No
1151,2025-02-07,Paracetamol,Tablet,Gujarat,Netmeds,396,17.21,51,6815.16,No
1152,2025-02-07,Paracetamol,Syrup,Delhi,Wellness Forever,302,14.23,288,4297.46,No
1153,2025-02-08,Paracetamol,Tablet,Gujarat,MedPlus,302,9.59,20,2896.18,No
1154,2025-02-08,Paracetamol,Capsule,Gujarat,Apollo Pharmacy,494,14.36,143,7093.84,No
1155,2025-02-08,Metformin,Tablet,Maharashtra,Apollo Pharmacy,396,23.18,133,9179.28,No
1156,2025-02-08,Paracetamol,Syrup,Gujarat,Wellness Forever,456,11.39,11,5193.84,No
1157,2025-02-09,Amoxicillin,Tablet,Gujarat,Wellness Forever,300,37.84,56,11352.0,No
1158,2025-02-09,Insulin,Syrup,Delhi,Wellness Forever,189,371.65,232,70241.85,No
1159,2025-02-09,Paracetamol,Injection,Delhi,Wellness Forever,480,11.75,85,5640.0,No
1160,2025-02-09,Metformin,Injection,Karnataka,Apollo Pharmacy,389,14.87,174,5784.43,No
1161,2025-02-10,Metformin,Injection,Maharashtra,MedPlus,421,19.19,80,8078.99,No
1162,2025-02-10,Paracetamol,Syrup,Gujarat,Netmeds,231,11.21,368,2589.51,No
1163,2025-02-10,Insulin,Capsule,Maharashtra,Netmeds,283,356.88,266,100997.04,No
1164,2025-02-10,Paracetamol,Capsule,Tamil Nadu,MedPlus,387,16.0,306,6192.0,No
1165,2025-02-11,Metformin,Injection,Gujarat,MedPlus,253,29.23,380,7395.19,No
1166,2025-02-11,Azithromycin,Tablet,Maharashtra,MedPlus,429,40.88,262,17537.52,No
1167,2025-02-11,Amoxicillin,Tablet,Karnataka,Wellness Forever,426,54.97,1,23417.22,No
1168,2025-02-11,Metformin,Tablet,Karnataka,Apollo Pharmacy,457,22.03,247,10067.71,No
1169,2025-02-12,Paracetamol,Injection,Gujarat,Apollo Pharmacy,163,5.29,91,862.27,No
1170,2025-02-12,Amoxicillin,Tablet,Tamil Nadu,Apollo Pharmacy,313,45.59,52,14269.67,No
1171,2025-02-12,Paracetamol,Tablet,Karnataka,Wellness Forever,433,16.4,112,7101.2,No
1172,2025-02-12,Paracetamol,Capsule,Karnataka,Apollo Pharmacy,282,7.06,277,1990.92,No
1173,2025-02-13,Azithromycin,Capsule,Tamil Nadu,Wellness Forever,433,82.82,278,35861.06,No
1174,2025-02-13,Amoxicillin,Capsule,Maharashtra,Apollo Pharmacy,144,42.91,80,6179.04,No
1175,2025-02-13,Amoxicillin,Tablet,Karnataka,MedPlus,322,30.73,379,9895.06,No
1176,2025-02-13,Azithromycin,Injection,Delhi,Netmeds,17,59.3,-15,1008.1,Yes
1177,2025-02-14,Metformin,Tablet,Karnataka,Netmeds,137,34.4,393,4712.8,No
1178,2025-02-14,Paracetamol,Tablet,Maharashtra,Wellness Forever,382,17.02,282,6501.64,No
1179,2025-02-14,Insulin,Tablet,Maharashtra,Apollo Pharmacy,65,389.89,164,25342.85,No
1180,2025-02-14,Paracetamol,Tablet,Gujarat,Netmeds,135,12.32,392,1663.2,No
1181,2025-02-15,Paracetamol,Tablet,Delhi,MedPlus,168,6.65,165,1117.2,No
1182,2025-02-15,Metformin,Capsule,Maharashtra,MedPlus,68,23.7,219,1611.6,No
1183,2025-02-15,Paracetamol,Tablet,Tamil Nadu,MedPlus,67,11.82,303,791.94,No
1184,2025-02-15,Azithromycin,Injection,Delhi,Wellness Forever,149,107.55,321,16024.95,No
1185,2025-02-16,Azithromycin,Syrup,Delhi,Wellness Forever,185,47.85,-8,8852.25,Yes
1186,2025-02-16,Amoxicillin,Tablet,Tamil Nadu,Apollo Pharmacy,424,59.29,11,25138.96,No
1187,2025-02-16,Insulin,Syrup,Karnataka,MedPlus,117,187.51,292,21938.67,No
1188,2025-02-16,Paracetamol,Tablet,Tamil Nadu,Apollo Pharmacy,220,9.87,130,2171.4,No
1189,2025-02-17,Paracetamol,Syrup,Tamil Nadu,Apollo Pharmacy,456,16.06,75,7323.36,No
1190,2025-02-17,Metformin,Tablet,Karnataka,MedPlus,83,21.9,326,1817.7,No
1191,2025-02-17,Azithromycin,Tablet,Karnataka,Apollo Pharmacy,176,70.07,256,12332.32,No
1192,2025-02-17,Insulin,Tablet,Karnataka,Netmeds,469,248.62,306,116602.78,No
1193,2025-02-18,Amoxicillin,Syrup,Karnataka,Wellness Forever,413,57.57,-11,23776.41,Yes
1194,2025-02-18,Azithromycin,Capsule,Karnataka,Apollo Pharmacy,366,102.8,66,37624.8,No
1195,2025-02-18,Amoxicillin,Tablet,Tamil Nadu,MedPlus,313,83.53,371,26144.89,No
1196,2025-02-18,Metformin,Injection,Gujarat,Wellness Forever,242,33.88,203,8198.96,No
1197,2025-02-19,Metformin,Injection,Gujarat,Wellness Forever,336,29.67,102,9969.12,No
1198,2025-02-19,Paracetamol,Capsule,Maharashtra,Apollo Pharmacy,381,9.73,65,3707.13,No
1199,2025-02-19,Insulin,Capsule,Gujarat,Netmeds,191,322.03,54,61507.73,No
1200,2025-02-19,Amoxicillin,Syrup,Gujarat,Apollo Pharmacy,131,56.26,99,7370.06,No
1201,2025-02-20,Azithromycin,Injection,Tamil Nadu,Netmeds,343,60.37,247,20706.91,No
1202,2025-02-20,Metformin,Capsule,Karnataka,Wellness Forever,212,31.02,290,6576.24,No
1203,2025-02-20,Paracetamol,Tablet,Karnataka,Apollo Pharmacy,464,5.58,126,2589.12,No
1204,2025-02-20,Paracetamol,Tablet,Tamil Nadu,MedPlus,38,18.53,191,704.14,No
1205,2025-02-21,Amoxicillin,Tablet,Gujarat,Apollo Pharmacy,211,57.69,95,12172.59,No
1206,2025-02-21,Metformin,Capsule,Tamil Nadu,Netmeds,102,25.93,287,2644.86,No
1207,2025-02-21,Insulin,Capsule,Maharashtra,Netmeds,338,314.84,96,106415.92,No
1208,2025-02-21,Metformin,Tablet,Karnataka,Apollo Pharmacy,365,32.38,27,11818.7,No
1209,2025-02-22,Amoxicillin,Syrup,Delhi,Netmeds,185,68.2,331,12617.0,No
1210,2025-02-22,Amoxicillin,Syrup,Maharashtra,Wellness Forever,339,66.84,269,22658.76,No
1211,2025-02-22,Metformin,Tablet,Maharashtra,Apollo Pharmacy,220,11.67,112,2567.4,No
1212,2025-02-22,Amoxicillin,Capsule,Tamil Nadu,Netmeds,193,61.1,169,11792.3,No
1213,2025-02-23,Metformin,Tablet,Gujarat,Apollo Pharmacy,104,13.75,213,1430.0,No
1214,2025-02-23,Azithromycin,Tablet,Karnataka,Apollo Pharmacy,282,98.99,373,27915.18,No
1215,2025-02-23,Metformin,Syrup,Delhi,MedPlus,146,22.81,205,3330.26,No
1216,2025-02-23,Metformin,Injection,Maharashtra,Apollo Pharmacy,246,27.01,336,6644.46,No
1217,2025-02-24,Amoxicillin,Tablet,Delhi,MedPlus,362,32.5,101,11765.0,No
1218,2025-02-24,Amoxicillin,Injection,Gujarat,Netmeds,427,35.09,54,14983.43,No
1219,2025-02-24,Paracetamol,Syrup,Gujarat,MedPlus,438,15.74,370,6894.12,No
1220,2025-02-24,Paracetamol,Tablet,Delhi,MedPlus,481,6.08,54,2924.48,No
1221,2025-02-25,Azithromycin,Tablet,Karnataka,MedPlus,274,45.7,94,12521.8,No
1222,2025-02-25,Paracetamol,Syrup,Gujarat,Wellness Forever,144,5.18,116,745.92,No
1223,2025-02-25,Metformin,Tablet,Delhi,MedPlus,153,33.91,40,5188.23,No
1224,2025-02-25,Amoxicillin,Capsule,Maharashtra,Apollo Pharmacy,28,74.25,73,2079.0,No
1225,2025-02-26,Paracetamol,Capsule,Delhi,MedPlus,240,10.3,121,2472.0,No
1226,2025-02-26,Paracetamol,Capsule,Delhi,Apollo Pharmacy,143,9.45,115,1351.35,No
1227,2025-02-26,Azithromycin,Tablet,Tamil Nadu,MedPlus,123,67.98,202,8361.54,No
1228,2025-02-26,Azithromycin,Capsule,Gujarat,Wellness Forever,148,101.97,160,15091.56,No
1229,2025-02-27,Metformin,Tablet,Karnataka,Netmeds,134,26.53,155,3555.02,No
1230,2025-02-27,Amoxicillin,Tablet,Karnataka,MedPlus,213,41.11,84,8756.43,No
1231,2025-02-27,Azithromycin,Tablet,Tamil Nadu,MedPlus,70,53.93,113,3775.1,No
1232,2025-02-27,Paracetamol,Tablet,Karnataka,Wellness Forever,259,6.48,41,1678.32,No
1233,2025-02-28,Amoxicillin,Injection,Delhi,MedPlus,307,69.62,165,21373.34,No
1234,2025-02-28,Amoxicillin,Syrup,Tamil Nadu,Apollo Pharmacy,22,75.86,230,1668.92,No
1235,2025-02-28,Paracetamol,Tablet,Maharashtra,MedPlus,405,8.98,128,3636.9,No
1236,2025-02-28,Azithromycin,Syrup,Gujarat,MedPlus,264,41.68,35,11003.52,No
1237,2025-03-01,Paracetamol,Tablet,Gujarat,Netmeds,94,6.23,352,585.62,No
1238,2025-03-01,Amoxicillin,Syrup,Gujarat,Netmeds,467,88.07,202,41128.69,No
1239,2025-03-01,Insulin,Tablet,Delhi,MedPlus,29,223.86,88,6491.94,No
1240,2025-03-01,Insulin,Capsule,Maharashtra,Wellness Forever,59,342.31,367,20196.29,No
1241,2025-03-02,Metformin,Capsule,Tamil Nadu,Netmeds,173,25.62,39,4432.26,No
1242,2025-03-02,Paracetamol,Syrup,Tamil Nadu,MedPlus,101,10.73,241,1083.73,No
1243,2025-03-02,Paracetamol,Tablet,Gujarat,Netmeds,97,8.09,330,784.73,No
1244,2025-03-02,Metformin,Tablet,Maharashtra,MedPlus,78,13.03,140,1016.34,No
1245,2025-03-03,Metformin,Capsule,Maharashtra,Netmeds,46,25.38,37,1167.48,No
1246,2025-03-03,Metformin,Tablet,Maharashtra,Netmeds,262,29.37,313,7694.94,No
1247,2025-03-03,Amoxicillin,Tablet,Karnataka,Apollo Pharmacy,261,68.63,171,17912.43,No
1248,2025-03-03,Paracetamol,Tablet,Karnataka,MedPlus,149,12.95,348,1929.55,No
1249,2025-03-04,Amoxicillin,Syrup,Gujarat,MedPlus,364,32.52,134,11837.28,No
1250,2025-03-04,Metformin,Syrup,Maharashtra,MedPlus,390,34.21,248,13341.9,No
1251,2025-03-04,Paracetamol,Capsule,Maharashtra,MedPlus,177,16.98,234,3005.46,No
1252,2025-03-04,Amoxicillin,Tablet,Tamil Nadu,Netmeds,63,47.57,282,2996.91,No
1253,2025-03-05,Amoxicillin,Tablet,Tamil Nadu,Apollo Pharmacy,395,88.8,395,35076.0,No
1254,2025-03-05,Metformin,Capsule,Gujarat,Apollo Pharmacy,187,25.05,195,4684.35,No
1255,2025-03-05,Paracetamol,Capsule,Maharashtra,Wellness Forever,306,13.74,9,4204.44,No
1256,2025-03-05,Metformin,Tablet,Gujarat,MedPlus,310,28.7,278,8897.0,No
1257,2025-03-06,Paracetamol,Syrup,Tamil Nadu,Wellness Forever,368,17.18,325,6322.24,No
1258,2025-03-06,Insulin,Tablet,Tamil Nadu,Netmeds,115,314.12,136,36123.8,No
1259,2025-03-06,Azithromycin,Capsule,Karnataka,Wellness Forever,146,50.25,8,7336.5,No
1260,2025-03-06,Azithromycin,Tablet,Gujarat,MedPlus,199,67.06,236,13344.94,No
1261,2025-03-07,Azithromycin,Capsule,Gujarat,Apollo Pharmacy,137,114.25,44,15652.25,No
1262,2025-03-07,Metformin,Injection,Maharashtra,Apollo Pharmacy,351,15.62,351,5482.62,No
1263,2025-03-07,Insulin,Syrup,Maharashtra,MedPlus,56,243.04,50,13610.24,No
1264,2025-03-07,Paracetamol,Tablet,Karnataka,Netmeds,14,11.48,382,160.72,No
1265,2025-03-08,Amoxicillin,Syrup,Delhi,MedPlus,469,56.36,37,26432.84,No
1266,2025-03-08,Paracetamol,Tablet,Delhi,Netmeds,266,14.19,90,3774.54,No
1267,2025-03-08,Amoxicillin,Tablet,Delhi,Apollo Pharmacy,309,86.58,80,26753.22,No
1268,2025-03-08,Paracetamol,Injection,Gujarat,Netmeds,159,8.61,160,1368.99,No
1269,2025-03-09,Insulin,Capsule,Gujarat,MedPlus,303,180.38,23,54655.14,No
1270,2025-03-09,Amoxicillin,Syrup,Tamil Nadu,MedPlus,252,41.85,152,10546.2,No
1271,2025-03-09,Metformin,Injection,Gujarat,MedPlus,284,32.17,26,9136.28,No
1272,2025-03-09,Paracetamol,Tablet,Gujarat,Netmeds,217,14.69,351,3187.73,No
